ID,Semente,Germinação (%),Vigor (%),Pureza (%),Viabilidade (%),Umidade (%),Qualidade Geral (%)
646,Soja,99,95,90,68,11,84.49999999999999
647,Soja,82,62,83,60,10,68.80000000000001
648,Soja,95,77,86,60,15,78.1
649,Soja,85,67,86,94,15,75.5
650,Soja,64,66,86,85,15,66.0
651,Soja,62,65,86,88,10,64.8
652,Soja,85,95,98,95,15,83.6
653,Soja,100,62,97,65,13,79.6
654,Soja,68,69,86,84,10,67.60000000000001
655,Soja,66,67,82,78,14,65.4
656,Soja,73,64,97,62,15,69.10000000000001
657,Soja,65,100,77,69,11,69.39999999999999
658,Soja,83,64,97,96,10,76.0
659,Soja,95,71,97,77,15,80.80000000000001
660,Soja,69,80,73,99,15,69.60000000000001
661,Soja,96,62,73,61,10,72.5
662,Soja,97,96,98,70,10,85.60000000000001
663,Soja,63,71,99,96,11,69.9
664,Soja,61,84,90,86,12,69.0
665,Soja,71,60,91,92,13,69.10000000000001
666,Soja,85,67,76,77,14,71.7
667,Soja,64,70,92,82,14,67.60000000000001
668,Soja,99,83,84,65,13,80.8
669,Soja,76,96,73,83,11,73.60000000000001
670,Soja,76,61,98,63,14,69.9
671,Soja,64,70,97,87,10,68.7
672,Soja,65,93,97,90,11,74.1
673,Soja,61,67,84,74,11,63.10000000000001
674,Soja,84,61,91,95,13,74.8
675,Soja,66,72,83,85,14,67.30000000000001
676,Soja,96,90,80,74,13,81.10000000000001
677,Soja,77,89,87,94,12,76.60000000000001
678,Soja,85,100,92,98,10,83.2
679,Soja,94,89,76,90,10,80.60000000000001
680,Soja,70,73,95,98,15,72.9
681,Soja,89,66,70,83,10,72.10000000000001
682,Soja,79,92,90,72,10,76.2
683,Soja,80,78,80,81,12,72.9
684,Soja,86,72,92,89,12,77.30000000000001
685,Soja,69,78,100,100,15,74.7
686,Soja,85,62,85,98,11,74.3
687,Soja,85,69,76,75,12,71.7
688,Soja,67,95,95,70,14,73.2
689,Soja,63,64,83,80,11,63.7
690,Soja,64,81,98,61,11,68.6
691,Soja,66,61,100,91,14,69.10000000000001
692,Soja,70,83,74,73,15,68.2
693,Soja,78,67,80,82,13,70.1
694,Soja,100,86,95,65,14,84.10000000000001
695,Soja,88,96,78,82,12,79.4
696,Soja,94,69,80,80,13,76.7
697,Soja,86,92,94,61,14,79.1
698,Soja,70,98,70,69,11,69.6
699,Soja,60,98,91,82,14,71.4
700,Soja,85,100,70,92,11,78.3
701,Soja,70,99,92,76,14,75.2
702,Soja,70,69,73,72,13,64.9
703,Soja,89,84,86,96,12,80.40000000000002
704,Soja,62,75,99,87,11,69.39999999999999
705,Soja,100,84,85,70,14,82.2
706,Soja,76,77,70,84,15,69.7
707,Soja,76,70,71,87,13,68.60000000000001
708,Soja,78,72,100,69,10,73.5
709,Soja,74,99,78,66,14,73.0
710,Soja,73,86,75,81,11,70.6
711,Soja,60,66,92,66,12,63.40000000000001
712,Soja,66,83,80,72,11,67.3
713,Soja,74,98,71,81,11,72.6
714,Soja,99,61,93,80,13,79.7
715,Soja,88,61,70,60,15,68.9
716,Soja,96,74,96,92,11,82.7
717,Soja,83,70,79,74,10,71.4
718,Soja,90,82,79,70,15,76.7
719,Soja,76,93,73,74,15,72.5
720,Soja,92,72,94,72,11,78.3
721,Soja,97,66,97,98,13,82.5
722,Soja,87,97,97,67,12,81.50000000000001
723,Soja,74,89,77,84,10,72.2
724,Soja,77,96,90,77,11,76.8
725,Soja,62,89,95,82,10,70.8
726,Soja,81,89,83,68,11,74.7
727,Soja,80,99,70,94,15,76.7
728,Soja,69,94,90,64,15,72.30000000000001
729,Soja,80,95,85,90,11,78.1
730,Soja,72,93,76,70,12,70.80000000000001
731,Soja,100,65,82,60,11,76.5
732,Soja,85,90,76,88,14,77.4
733,Soja,86,63,100,67,11,74.8
734,Soja,76,84,83,100,15,75.30000000000001
735,Soja,86,75,77,85,11,74.39999999999999
736,Soja,95,95,92,91,12,85.7
737,Soja,92,98,95,87,12,85.30000000000001
738,Soja,95,72,88,77,10,78.7
739,Soja,84,89,80,86,14,77.4
740,Soja,79,69,84,97,13,73.2
741,Soja,93,92,84,96,14,83.4
742,Soja,77,99,86,95,11,78.39999999999999
743,Soja,70,97,87,81,14,74.30000000000001
744,Soja,86,72,70,98,15,74.1
745,Soja,84,63,71,91,14,70.9
746,Soja,96,78,75,95,15,80.0
747,Soja,72,64,81,92,12,68.2
748,Soja,79,68,78,83,15,70.60000000000001
749,Soja,72,64,89,72,10,67.60000000000001
750,Soja,62,64,79,69,11,61.400000000000006
751,Soja,91,89,96,69,12,81.50000000000001
752,Soja,96,98,86,77,15,84.4
753,Soja,83,64,72,64,10,67.8
754,Soja,90,97,96,80,10,83.60000000000001
755,Soja,76,65,78,60,10,66.0
756,Soja,80,66,100,100,10,76.2
757,Soja,72,69,88,85,12,69.9
758,Soja,67,74,75,76,11,65.3
759,Soja,86,80,73,100,15,76.5
760,Soja,62,67,96,89,14,67.70000000000002
761,Soja,60,86,80,79,10,66.10000000000001
762,Soja,69,81,75,61,11,65.99999999999999
763,Soja,71,93,93,66,14,73.6
764,Soja,84,63,81,88,13,72.5
765,Soja,77,79,88,64,15,72.10000000000001
766,Soja,90,62,96,79,14,76.9
767,Soja,76,92,78,66,15,72.5
768,Soja,69,75,81,98,10,69.6
769,Soja,73,89,81,100,15,74.7
770,Soja,97,77,94,81,14,82.5
771,Soja,96,96,82,94,10,84.40000000000002
772,Soja,85,76,85,64,15,74.10000000000001
773,Soja,75,73,92,83,12,72.5
774,Soja,88,78,84,64,15,75.50000000000001
775,Soja,97,65,72,82,12,75.60000000000001
776,Soja,60,83,94,77,13,68.4
777,Soja,71,73,93,77,10,70.3
778,Soja,83,99,89,65,14,78.7
779,Soja,89,94,85,78,14,80.60000000000001
780,Soja,82,60,81,89,14,71.30000000000001
781,Soja,96,67,85,60,11,75.9
782,Soja,80,96,72,86,14,75.60000000000001
783,Soja,88,67,100,77,13,77.6
784,Soja,81,70,75,92,14,72.0
785,Soja,96,95,90,81,12,84.7
786,Soja,60,81,72,73,10,62.900000000000006
787,Soja,79,75,73,70,11,69.3
788,Soja,100,80,92,98,15,85.7
789,Soja,96,62,77,97,11,77.0
790,Soja,81,88,92,66,13,76.3
791,Soja,91,95,92,73,12,82.3
792,Soja,86,90,91,76,12,79.39999999999999
793,Soja,61,75,94,94,15,69.10000000000001
794,Soja,74,85,85,96,15,74.7
795,Soja,92,62,91,91,14,77.9
796,Soja,95,71,79,69,12,76.10000000000001
797,Soja,67,80,80,61,11,65.99999999999999
798,Soja,68,97,94,70,10,73.4
799,Soja,86,68,81,100,13,75.5
800,Soja,97,100,89,77,13,85.60000000000001
801,Soja,100,64,87,85,10,79.7
802,Soja,91,96,96,88,11,84.7
803,Soja,93,68,94,98,15,80.9
804,Soja,85,89,76,100,14,78.4
805,Soja,74,84,75,76,12,70.2
806,Soja,73,84,83,89,15,73.0
807,Soja,82,85,70,63,15,71.60000000000001
808,Soja,84,89,97,93,13,81.4
809,Soja,92,95,96,76,11,83.69999999999999
810,Soja,92,83,93,70,13,80.3
811,Soja,71,84,91,71,15,72.0
812,Soja,63,68,92,96,11,67.9
813,Soja,81,76,92,78,13,75.1
814,Soja,77,95,75,80,14,74.2
815,Soja,89,64,72,83,12,72.30000000000001
816,Soja,64,74,81,99,15,68.00000000000001
817,Soja,69,88,93,94,12,74.4
818,Soja,100,98,73,68,12,82.2
819,Soja,76,93,79,91,14,75.3
820,Soja,76,65,90,93,12,71.9
821,Soja,80,65,86,66,15,70.3
822,Soja,98,94,98,72,12,86.0
823,Soja,99,85,94,74,12,84.00000000000001
824,Soja,81,86,93,67,14,76.3
825,Soja,64,100,95,87,13,74.6
826,Soja,87,70,70,82,12,72.2
827,Soja,60,64,72,64,10,58.599999999999994
828,Soja,85,68,100,85,11,77.19999999999999
829,Soja,86,98,86,76,12,80.0
830,Soja,94,85,75,81,14,79.1
831,Soja,90,64,71,82,13,72.5
832,Soja,64,83,78,74,12,66.4
833,Soja,62,96,100,87,11,73.8
834,Soja,63,60,73,79,13,61.0
835,Soja,66,78,95,82,15,70.7
836,Soja,74,85,70,90,13,70.89999999999999
837,Soja,63,68,93,82,13,66.9
838,Soja,89,98,87,82,14,82.20000000000002
839,Soja,98,88,76,100,13,83.3
840,Soja,99,62,85,77,15,78.2
841,Soja,70,74,74,68,14,65.8
842,Soja,93,72,88,86,11,78.89999999999999
843,Soja,63,79,81,83,15,67.0
844,Soja,83,86,71,73,13,73.2
845,Soja,92,95,87,70,14,81.60000000000001
846,Soja,79,87,96,99,12,79.30000000000001
847,Soja,98,71,72,94,14,78.60000000000002
848,Soja,82,74,70,60,10,68.60000000000001
849,Soja,64,79,84,78,11,67.1
850,Soja,75,78,95,100,14,76.0
851,Soja,79,84,77,97,14,74.9
852,Soja,75,100,92,67,11,76.2
853,Soja,69,87,91,87,11,73.0
854,Soja,65,68,78,66,10,62.800000000000004
855,Soja,88,77,84,97,10,78.10000000000001
856,Soja,95,97,92,62,13,83.30000000000001
857,Soja,74,81,73,70,11,68.5
858,Soja,98,94,74,76,14,81.8
859,Soja,88,74,88,88,13,77.69999999999999
860,Soja,91,71,100,96,12,81.39999999999999
861,Soja,96,91,100,60,11,83.7
862,Soja,75,66,75,63,15,66.0
863,Soja,69,86,71,63,12,66.5
864,Soja,99,97,100,95,14,89.9
865,Soja,75,65,73,62,13,65.10000000000001
866,Soja,91,66,100,68,11,77.49999999999999
867,Soja,86,66,100,66,11,75.29999999999998
868,Soja,79,75,98,80,12,75.4
869,Soja,89,96,71,83,14,78.7
870,Soja,70,88,99,62,10,72.60000000000001
871,Soja,61,86,99,61,14,68.9
872,Soja,100,81,100,73,10,84.5
873,Soja,85,79,95,85,12,78.5
874,Soja,84,89,97,64,11,78.30000000000001
875,Soja,65,81,81,100,13,69.7
876,Soja,73,100,79,77,11,73.8
877,Soja,83,94,78,85,10,77.1
878,Soja,68,88,97,85,10,73.7
879,Soja,77,93,93,62,11,75.3
880,Soja,79,100,88,91,10,79.3
881,Soja,60,60,99,100,10,66.8
882,Soja,68,65,99,76,10,68.6
883,Soja,76,74,84,83,12,71.5
884,Soja,75,70,93,72,10,70.8
885,Soja,73,74,74,60,10,65.8
886,Soja,82,78,79,64,14,72.00000000000001
887,Soja,86,70,80,78,15,73.7
888,Soja,75,98,73,76,15,73.3
889,Soja,62,71,74,66,15,61.9
890,Soja,76,80,79,62,14,69.80000000000001
891,Soja,83,68,94,61,15,73.2
892,Soja,67,70,88,98,14,69.60000000000001
893,Soja,90,72,70,75,11,73.0
894,Soja,85,86,86,74,15,77.30000000000001
895,Soja,93,69,84,100,11,78.89999999999999
896,Soja,90,62,74,64,13,70.9
897,Soja,84,71,86,60,10,72.0
898,Soja,97,79,93,85,10,82.70000000000002
899,Soja,67,81,89,73,13,69.39999999999999
900,Soja,78,88,79,72,15,73.30000000000001
901,Soja,78,90,77,62,11,71.9
902,Soja,88,63,88,64,11,72.9
903,Soja,93,80,84,99,12,81.10000000000001
904,Soja,93,96,71,89,10,80.50000000000001
905,Soja,79,82,70,63,13,69.6
906,Soja,80,90,71,79,10,73.10000000000001
907,Soja,96,91,82,88,15,83.30000000000001
908,Soja,87,94,100,91,13,84.0
909,Soja,96,83,96,90,10,84.20000000000002
910,Soja,74,99,79,92,15,75.9
911,Soja,98,69,98,66,10,80.19999999999999
912,Soja,77,72,91,87,15,73.60000000000001
913,Soja,76,88,99,75,12,76.5
914,Soja,85,69,70,99,12,72.9
915,Soja,84,69,70,100,12,72.60000000000001
916,Soja,81,98,73,84,11,76.1
917,Soja,62,97,70,97,10,68.9
918,Soja,68,82,76,96,14,69.80000000000001
919,Soja,97,69,99,70,12,80.60000000000001
920,Soja,94,97,95,88,13,86.1
921,Soja,68,90,92,71,10,71.7
922,Soja,84,83,87,79,13,76.80000000000001
923,Soja,62,81,85,69,13,66.2
924,Soja,67,74,98,65,13,69.0
925,Soja,94,89,72,83,13,79.4
926,Soja,64,76,79,80,13,65.9
927,Soja,66,99,92,73,11,73.0
928,Soja,63,78,77,89,14,66.50000000000001
929,Soja,89,77,73,74,13,74.3
930,Soja,90,90,97,64,14,81.20000000000002
931,Soja,67,63,80,72,11,63.70000000000001
932,Soja,92,76,80,79,14,77.30000000000001
933,Soja,67,98,98,76,15,75.1
934,Soja,68,87,89,92,11,72.7
935,Soja,85,87,92,87,15,80.00000000000001
936,Soja,78,96,71,70,15,73.10000000000001
937,Soja,94,61,74,68,12,72.60000000000001
938,Soja,69,73,99,74,12,70.60000000000001
939,Soja,89,97,73,67,12,77.5
940,Soja,100,69,76,81,10,78.1
941,Soja,68,91,83,98,12,73.00000000000001
942,Soja,73,64,85,65,15,67.0
943,Soja,66,61,86,96,14,66.80000000000001
944,Soja,62,94,97,72,11,71.3
945,Soja,73,66,88,92,14,70.60000000000001
946,Soja,66,68,82,94,10,66.80000000000001
947,Soja,69,90,99,90,15,75.9
948,Soja,70,92,94,63,13,72.8
949,Soja,95,66,76,95,13,77.2
950,Soja,60,71,100,66,13,66.1
951,Soja,64,65,76,84,12,63.400000000000006
952,Soja,85,63,80,82,13,72.1
953,Soja,73,80,93,82,13,73.3
954,Soja,85,64,99,100,10,77.6
955,Soja,96,94,95,66,14,84.2
956,Soja,66,66,76,91,14,65.30000000000001
957,Soja,66,62,95,88,13,67.9
958,Soja,63,91,83,65,15,68.0
959,Soja,96,90,97,94,13,86.50000000000001
960,Soja,82,76,70,63,13,69.60000000000001
961,Soja,91,79,81,87,13,78.4
962,Soja,92,88,99,64,15,82.10000000000001
963,Soja,79,89,85,61,15,74.0
964,Soja,96,98,73,73,13,81.2
965,Soja,61,100,74,60,10,66.2
966,Soja,70,81,95,81,12,72.5
967,Soja,97,95,88,79,11,84.4
968,Soja,92,73,81,84,10,77.00000000000001
969,Soja,100,71,72,77,13,77.60000000000001
970,Soja,87,65,96,88,10,76.8
971,Soja,60,100,81,60,12,67.4
972,Soja,93,74,98,94,13,82.3
973,Soja,88,78,93,88,11,79.3
974,Soja,65,92,72,71,12,67.10000000000001
975,Soja,66,80,96,73,12,70.10000000000001
976,Soja,84,84,71,100,14,76.00000000000001
977,Soja,60,83,91,76,10,67.39999999999999
978,Soja,92,71,87,83,12,77.9
979,Soja,66,72,91,81,15,68.6
980,Soja,95,71,84,93,11,79.39999999999999
981,Soja,75,72,88,76,12,70.8
982,Soja,66,71,72,93,13,65.6
983,Soja,95,76,92,65,13,79.4
984,Soja,83,70,79,85,12,72.7
985,Soja,98,78,80,66,12,78.60000000000001
986,Soja,87,77,92,75,14,77.50000000000001
987,Soja,73,73,82,91,11,70.39999999999999
988,Soja,99,96,88,70,15,84.9
989,Soja,65,73,92,79,10,67.9
990,Soja,84,95,85,82,12,79.0
991,Soja,77,87,71,63,15,70.2
992,Soja,83,88,94,60,14,77.00000000000001
993,Soja,99,87,88,97,15,85.8
994,Soja,83,86,90,88,13,78.5
995,Soja,63,69,96,74,10,66.60000000000001
996,Soja,69,68,70,80,10,64.2
997,Soja,68,92,89,93,11,73.8
998,Soja,68,76,91,89,10,70.50000000000001
999,Soja,68,74,84,65,14,66.7
1000,Soja,80,99,90,92,11,80.1
1001,Soja,71,68,96,97,10,71.9
1002,Soja,88,84,75,84,11,76.5
1003,Soja,98,85,85,78,15,82.5
1004,Soja,86,64,76,98,12,73.4
1005,Soja,81,79,84,63,10,72.3
1006,Soja,70,83,95,62,12,71.0
1007,Soja,68,67,89,81,10,67.5
1008,Soja,95,74,76,87,14,78.10000000000001
1009,Soja,67,100,89,80,14,74.0
1010,Soja,65,93,80,64,11,68.1
1011,Soja,67,97,90,63,12,71.7
1012,Soja,72,80,82,96,14,72.20000000000002
1013,Soja,76,77,79,75,10,70.10000000000001
1014,Soja,79,85,71,71,12,71.10000000000001
1015,Soja,82,62,89,85,12,72.7
1016,Soja,83,95,84,61,14,76.5
1017,Soja,62,84,84,84,13,68.10000000000001
1018,Soja,69,89,89,75,15,72.2
1019,Soja,83,95,93,73,14,79.50000000000001
1020,Soja,94,82,91,61,11,79.39999999999999
1021,Soja,62,85,77,99,12,68.3
1022,Soja,83,62,76,82,13,70.3
1023,Soja,89,66,89,91,13,77.0
1024,Soja,89,95,84,97,10,82.10000000000001
1025,Soja,79,65,80,80,10,69.6
1026,Soja,65,73,83,73,15,66.0
1027,Soja,71,82,87,85,11,71.8
1028,Soja,80,96,84,76,14,77.0
1029,Soja,72,99,95,83,14,77.3
1030,Soja,87,87,73,66,13,74.7
1031,Soja,90,75,85,61,11,75.19999999999999
1032,Soja,94,79,71,89,12,77.70000000000002
1033,Soja,88,65,95,73,12,75.7
1034,Soja,66,78,79,81,14,67.3
1035,Soja,66,92,91,69,15,71.4
1036,Soja,76,97,96,93,10,79.3
1037,Soja,73,94,77,78,15,72.7
1038,Soja,90,83,77,95,14,78.9
1039,Soja,96,78,98,67,13,81.60000000000001
1040,Soja,100,68,84,84,11,79.9
1041,Soja,86,75,96,72,11,76.89999999999999
1042,Soja,66,79,72,65,11,64.2
1043,Soja,71,98,88,60,10,72.6
1044,Soja,90,100,86,93,13,83.8
1045,Soja,80,71,100,86,14,76.2
1046,Soja,87,95,85,91,11,81.0
1047,Soja,96,65,95,91,13,80.8
1048,Soja,80,60,87,99,13,72.60000000000001
1049,Soja,86,73,83,91,11,75.79999999999998
1050,Soja,72,80,72,77,10,67.89999999999999
1051,Soja,97,97,98,63,11,85.2
1052,Soja,61,69,100,63,14,65.9
1053,Soja,62,89,75,63,12,65.10000000000001
1054,Soja,78,63,82,60,14,67.60000000000001
1055,Soja,67,88,100,96,11,75.1
1056,Soja,67,98,96,62,15,73.30000000000001
1057,Soja,61,94,84,92,13,70.5
1058,Soja,88,65,89,63,11,73.39999999999999
1059,Soja,84,79,95,67,10,76.10000000000001
1060,Soja,86,71,73,99,10,74.10000000000001
1061,Soja,73,97,84,100,11,76.5
1062,Soja,90,72,76,75,12,74.3
1063,Soja,94,93,76,89,12,81.50000000000001
1064,Soja,61,60,92,98,11,65.7
1065,Soja,62,87,87,65,14,67.50000000000001
1066,Soja,85,65,72,97,13,72.39999999999999
1067,Soja,79,85,85,94,11,76.1
1068,Soja,77,78,95,78,10,74.2
1069,Soja,98,61,77,84,13,76.50000000000001
1070,Soja,66,80,84,64,13,66.9
1071,Soja,91,100,85,65,13,81.2
1072,Soja,85,78,94,81,11,77.6
1073,Soja,84,75,96,72,13,76.30000000000001
1074,Soja,61,99,89,66,10,69.6
1075,Soja,94,72,70,99,11,77.0
1076,Soja,69,78,76,87,11,68.2
1077,Soja,79,84,80,90,11,74.5
1078,Soja,82,73,90,60,14,72.80000000000001
1079,Soja,93,64,92,82,11,77.7
1080,Soja,79,76,81,91,13,73.39999999999999
1081,Soja,68,94,78,68,11,69.5
1082,Soja,89,73,89,66,11,75.69999999999999
1083,Soja,93,64,81,89,13,76.4
1084,Soja,91,79,91,99,15,81.80000000000001
1085,Soja,78,62,72,60,13,65.3
1086,Soja,97,71,96,80,12,81.40000000000002
1087,Soja,83,81,72,100,14,75.20000000000002
1088,Soja,94,100,99,94,10,87.80000000000001
1089,Soja,93,60,98,73,15,77.60000000000001
1090,Soja,86,73,77,70,10,72.4
1091,Soja,93,66,100,95,14,81.30000000000001
1092,Soja,88,83,72,85,13,76.0
1093,Soja,94,86,74,80,15,79.1
1094,Soja,95,66,89,87,10,78.7
1095,Soja,74,77,95,66,15,72.1
1096,Soja,100,91,94,96,12,87.8
1097,Soja,77,67,89,67,15,70.2
1098,Soja,62,71,96,63,12,65.7
1099,Soja,72,77,87,65,15,69.60000000000001
1100,Soja,81,89,100,75,11,78.8
1101,Soja,73,85,77,62,10,68.8
1102,Soja,100,61,99,99,10,82.9
1103,Soja,73,74,98,98,10,74.4
1104,Soja,92,63,81,96,13,76.50000000000001
1105,Soja,61,78,90,71,15,66.6
1106,Soja,86,70,82,80,12,74.0
1107,Soja,83,68,99,69,12,74.70000000000002
1108,Soja,66,81,85,98,12,70.60000000000001
1109,Soja,81,91,95,71,11,77.79999999999998
1110,Soja,63,100,70,76,13,68.1
1111,Soja,98,81,81,60,14,79.00000000000001
1112,Soja,72,70,96,62,12,69.4
1113,Soja,82,63,91,70,11,71.7
1114,Soja,79,86,80,79,11,73.8
1115,Soja,84,93,88,88,15,80.10000000000001
1116,Soja,64,77,80,96,13,67.89999999999999
1117,Soja,61,78,89,67,15,66.0
1118,Soja,84,76,77,70,11,72.3
1119,Soja,74,77,88,68,13,70.7
1120,Soja,85,90,96,67,10,78.9
1121,Soja,60,63,90,63,10,61.900000000000006
1122,Soja,69,73,100,95,15,73.2
1123,Soja,74,78,70,64,10,66.60000000000001
1124,Soja,81,88,91,81,14,77.7
1125,Soja,99,95,90,94,11,87.1
1126,Soja,74,69,71,79,11,66.60000000000001
1127,Soja,97,72,85,84,12,79.80000000000001
1128,Soja,60,87,91,76,15,68.7
1129,Soja,60,64,84,82,10,62.8
1130,Soja,66,81,82,78,13,68.1
1131,Soja,94,62,84,98,15,78.1
1132,Soja,81,100,94,80,13,80.5
1133,Soja,93,98,78,68,13,80.5
1134,Soja,70,69,72,60,11,63.3
1135,Soja,69,84,95,91,12,73.7
1136,Soja,64,69,76,85,15,64.60000000000001
1137,Soja,89,66,87,69,15,74.60000000000001
1138,Soja,87,84,98,90,13,81.50000000000001
1139,Soja,87,64,95,87,12,76.50000000000001
1140,Soja,85,93,97,87,12,81.9
1141,Soja,79,77,71,74,10,69.60000000000001
1142,Soja,93,80,83,67,14,77.90000000000002
1143,Soja,89,93,75,97,10,79.9
1144,Soja,94,84,98,67,15,82.2
1145,Soja,80,95,97,77,12,79.30000000000001
1146,Soja,63,64,74,60,15,60.3
1147,Soja,89,93,93,83,12,82.30000000000001
1148,Soja,69,63,84,63,11,64.39999999999999
1149,Soja,74,95,71,69,13,71.0
1150,Soja,98,96,71,72,12,81.00000000000001
1151,Soja,79,84,72,63,11,70.2
1152,Soja,76,70,70,89,13,68.60000000000001
1153,Soja,84,93,100,65,11,79.8
1154,Soja,69,80,75,66,15,66.7
1155,Soja,71,70,92,63,15,68.60000000000001
1156,Soja,64,67,95,82,15,67.7
1157,Soja,92,66,80,75,14,74.9
1158,Soja,86,61,88,67,10,71.9
1159,Soja,65,82,82,92,15,69.50000000000001
1160,Soja,86,74,83,100,14,77.20000000000002
1161,Soja,61,98,85,78,15,70.3
1162,Soja,100,61,91,87,11,80.2
1163,Soja,80,71,93,68,12,72.80000000000001
1164,Soja,62,90,70,73,10,65.1
1165,Soja,77,94,94,70,11,76.5
1166,Soja,64,90,99,64,13,71.10000000000001
1167,Soja,94,68,97,69,15,79.00000000000001
1168,Soja,60,67,100,67,10,65.1
1169,Soja,60,66,72,65,12,59.300000000000004
1170,Soja,74,84,99,82,15,75.9
1171,Soja,100,83,78,76,10,80.8
1172,Soja,70,61,94,70,13,67.3
1173,Soja,95,65,79,94,10,77.2
1174,Soja,74,90,98,96,15,78.30000000000001
1175,Soja,65,73,95,74,14,68.4
1176,Soja,84,70,77,84,13,72.7
1177,Soja,71,84,93,94,11,74.3
1178,Soja,95,77,70,91,13,77.8
1179,Soja,78,91,88,87,11,76.8
1180,Soja,70,63,82,98,12,68.0
1181,Soja,76,72,76,90,12,70.2
1182,Soja,83,95,92,100,13,81.9
1183,Soja,76,79,70,79,10,69.10000000000001
1184,Soja,89,83,71,82,14,76.00000000000001
1185,Soja,92,87,90,75,12,80.9
1186,Soja,61,94,76,82,10,67.60000000000001
1187,Soja,92,93,76,89,14,80.90000000000002
1188,Soja,71,66,93,99,12,71.30000000000001
1189,Soja,93,73,74,67,10,74.30000000000001
1190,Soja,100,80,82,81,13,81.8
1191,Soja,81,99,72,98,15,77.9
1192,Soja,97,94,83,82,13,83.70000000000002
1193,Soja,88,72,83,66,15,74.3
1194,Soja,90,84,84,65,10,77.1
1195,Soja,98,91,94,80,14,85.60000000000001
1196,Soja,63,64,94,94,13,67.5
1197,Soja,90,66,93,93,12,78.30000000000001
1198,Soja,67,90,86,79,13,71.2
1199,Soja,90,84,92,76,10,79.8
1200,Soja,80,62,76,92,14,70.2
1201,Soja,91,98,74,62,12,78.2
1202,Soja,63,100,70,93,13,69.8
1203,Soja,82,86,79,76,11,74.49999999999999
1204,Soja,96,93,97,93,11,86.8
1205,Soja,94,96,80,87,15,83.00000000000001
1206,Soja,99,60,75,65,14,74.5
1207,Soja,68,85,92,85,14,72.50000000000001
1208,Soja,70,64,97,95,10,70.7
1209,Soja,68,97,70,60,11,67.7
1210,Soja,75,76,72,88,11,69.5
1211,Soja,83,65,83,80,14,72.20000000000002
1212,Soja,95,71,92,76,12,79.4
1213,Soja,71,80,70,94,13,69.10000000000001
1214,Soja,60,61,91,89,11,64.4
1215,Soja,64,94,71,97,10,69.30000000000001
1216,Soja,100,70,84,98,14,82.0
1217,Soja,99,89,74,91,11,82.39999999999999
1218,Soja,87,83,87,91,12,79.10000000000001
1219,Soja,71,82,86,74,14,70.80000000000001
1220,Soja,80,75,99,84,10,76.2
1221,Soja,73,80,85,67,14,70.30000000000001
1222,Soja,84,62,75,87,11,70.8
1223,Soja,61,62,99,94,13,67.30000000000001
1224,Soja,77,73,90,89,12,73.50000000000001
1225,Soja,63,74,91,70,12,66.4
1226,Soja,77,83,79,80,14,72.60000000000001
1227,Soja,89,86,75,81,15,77.39999999999999
1228,Soja,90,86,82,81,10,78.7
1229,Soja,88,73,92,61,15,75.8
1230,Soja,60,76,71,75,10,61.900000000000006
1231,Soja,74,99,89,75,13,76.0
1232,Soja,95,97,94,78,12,85.2
1233,Soja,64,73,76,86,12,65.2
1234,Soja,96,85,74,70,13,78.5
1235,Soja,97,88,82,78,13,81.9
1236,Soja,78,88,71,61,11,70.2
1237,Soja,63,91,93,92,15,72.7
1238,Soja,69,72,70,67,14,64.10000000000001
1239,Soja,84,84,99,71,15,78.8
1240,Soja,100,90,88,70,13,83.89999999999999
1241,Soja,83,75,78,84,11,73.3
1242,Soja,90,61,79,91,13,74.39999999999999
1243,Soja,85,67,99,77,13,76.2
1244,Soja,79,97,71,60,12,72.4
1245,Soja,66,61,70,62,14,60.2
1246,Soja,95,85,91,76,10,81.8
1247,Soja,61,66,80,76,14,62.6
1248,Soja,69,78,80,76,11,67.89999999999999
1249,Soja,100,72,72,65,13,76.6
1250,Soja,69,88,97,91,15,75.2
1251,Soja,81,88,71,94,15,75.10000000000001
1252,Soja,97,96,100,64,11,85.5
1253,Soja,92,71,91,87,13,79.2
1254,Soja,89,87,84,87,15,80.0
1255,Soja,65,81,81,68,14,66.60000000000001
1256,Soja,73,91,70,70,14,69.80000000000001
1257,Soja,89,64,92,64,14,74.60000000000002
1258,Soja,68,86,85,78,11,70.3
1259,Soja,98,100,73,94,11,84.30000000000001
1260,Soja,82,77,72,87,12,72.5
1261,Soja,76,68,72,93,14,69.10000000000001
1262,Soja,71,97,92,75,14,75.10000000000001
1263,Soja,91,94,74,87,15,80.2
1264,Soja,72,80,96,80,10,73.0
1265,Soja,96,96,86,100,13,86.10000000000001
1266,Soja,97,98,97,60,12,85.00000000000001
1267,Soja,63,76,93,84,14,68.80000000000001
1268,Soja,83,74,74,69,15,71.2
1269,Soja,70,95,94,98,13,76.89999999999999
1270,Soja,73,78,95,73,13,72.4
1271,Soja,69,100,91,78,14,75.0
1272,Soja,95,98,71,82,15,81.5
1273,Soja,93,68,84,67,10,75.30000000000001
1274,Soja,72,100,80,68,13,72.89999999999999
1275,Soja,93,87,83,75,15,80.20000000000002
1276,Soja,93,87,76,89,11,79.80000000000001
1277,Soja,79,92,75,96,10,75.6
